Washington, D.C.;-35.500000;14.598383;66.900000
Tucson;-25.300000;20.910088;69.600000
Baghdad;-28.000000;22.772749;71.300000
Tampa;-28.700000;22.898804;73.000000
Tabriz;-37.700000;12.598622;59.900000
Gangtok;-37.700000;15.198671;63.100000
Chișinău;-37.300000;10.196580;60.200000
Skopje;-36.200000;12.400416;63.400000
Astana;-47.300000;3.498835;49.800000
El Paso;-34.500000;18.104841;66.500000
Kampala;-29.900000;20.008008;70.100000
St. Louis;-33.800000;13.902975;60.800000
Tamale;-21.900000;27.905412;77.700000
Colombo;-20.700000;27.401665;80.600000
Mandalay;-21.600000;28.003809;79.500000
Fianarantsoa;-36.500000;17.905712;67.600000
Vientiane;-24.900000;25.898634;78.500000
Chittagong;-24.000000;25.897955;74.500000
Oklahoma City;-35.000000;15.892343;65.400000
Tripoli;-31.800000;19.997431;74.300000
Ouahigouya;-25.300000;28.610406;79.100000
City of San Marino;-35.700000;11.795298;61.700000
Entebbe;-31.000000;20.994692;70.100000
Zürich;-40.100000;9.297045;60.200000
Fairbanks;-52.300000;-2.302082;48.800000
Timbuktu;-20.400000;27.996317;80.100000
San Salvador;-26.200000;23.111839;70.000000
Miami;-24.900000;24.889692;75.200000
Libreville;-23.300000;25.899731;79.000000
Nakhon Ratchasima;-20.900000;27.296200;76.100000
Vilnius;-41.500000;5.994286;56.300000
Kankan;-25.300000;26.503541;78.100000
Chicago;-37.500000;9.804021;58.100000
Tehran;-35.000000;16.992916;65.800000
Thessaloniki;-32.800000;16.003070;68.700000
Petropavlovsk-Kamchatsky;-48.700000;1.901159;51.800000
Jerusalem;-33.100000;18.300370;67.300000
Boise;-37.500000;11.407474;62.200000
Riga;-45.500000;6.196811;54.500000
Chongqing;-34.700000;18.588124;67.000000
San José;-24.700000;22.590905;70.700000
Wau;-24.000000;27.798374;78.800000
Reykjavík;-44.400000;4.304494;54.500000
Cotonou;-23.000000;27.199128;80.100000
Kansas City;-35.700000;12.505099;63.100000
London;-42.700000;11.301759;63.800000
Blantyre;-26.800000;22.204332;70.400000
Belize City;-20.600000;26.706708;75.700000
Kunming;-34.400000;15.704187;70.300000
Philadelphia;-35.800000;13.201142;61.000000
Murmansk;-50.300000;0.598821;52.900000
Veracruz;-23.800000;25.397952;80.700000
Manila;-20.900000;28.409695;79.600000
Makurdi;-24.800000;26.004296;71.600000
Sarajevo;-43.000000;10.100417;61.700000
Odesa;-41.400000;10.704863;62.700000
Belgrade;-44.600000;12.504178;65.500000
Flores,  Petén;-24.800000;26.403865;77.700000
Nassau;-23.400000;24.590423;75.000000
Atlanta;-36.300000;17.001157;66.300000
Vienna;-38.600000;10.392291;61.700000
Hanga Roa;-27.300000;20.501708;69.300000
Tel Aviv;-28.100000;20.005946;78.100000
San Antonio;-27.100000;20.801482;68.800000
Pontianak;-23.300000;27.691168;77.400000
Lubumbashi;-28.900000;20.789224;69.400000
Bergen;-46.900000;7.703536;56.100000
Kolkata;-23.500000;26.701585;74.800000
Las Vegas;-26.700000;20.302914;71.100000
Pointe-Noire;-27.300000;26.103962;84.400000
Nouakchott;-26.400000;25.691215;76.900000
Maputo;-27.600000;22.810524;73.400000
Algiers;-30.100000;18.199823;67.900000
Tamanrasset;-27.500000;21.684794;72.000000
Launceston;-36.700000;13.097090;64.100000
Wichita;-36.100000;13.891457;63.200000
Adelaide;-30.300000;17.302145;68.400000
Dunedin;-35.200000;11.095092;58.000000
Karachi;-23.800000;25.989779;75.900000
Toronto;-45.000000;9.409172;60.100000
Yaoundé;-25.300000;23.795861;72.400000
Sokoto;-19.400000;28.007550;79.900000
Kuopio;-45.100000;3.413463;50.800000
Beijing;-38.600000;12.898189;60.900000
Tijuana;-34.100000;17.807086;65.000000
Luanda;-24.000000;25.807488;73.800000
Kuwait City;-24.700000;25.707918;76.900000
Sapporo;-40.300000;8.892016;56.800000
Lodwar;-20.200000;29.291340;76.700000
Split;-33.200000;16.105260;65.000000
Mexico City;-34.900000;17.496492;67.000000
Yakutsk;-58.000000;-8.792108;42.700000
Assab;-18.500000;30.497333;79.200000
Beirut;-30.500000;20.899352;69.200000
Nuuk;-53.100000;-1.398292;57.900000
Bordeaux;-34.400000;14.192425;68.600000
Milan;-44.800000;12.992753;64.800000
Ulaanbaatar;-48.100000;-0.390652;52.000000
Aden;-18.900000;29.096538;78.400000
Louisville;-34.100000;13.898131;63.300000
Hargeisa;-29.300000;21.702321;70.600000
Valencia;-33.200000;18.298190;69.100000
Taipei;-26.500000;23.006141;71.500000
Lusaka;-29.300000;19.899907;69.200000
Denpasar;-26.300000;23.698702;74.300000
Bujumbura;-26.500000;23.801193;76.800000
Dili;-22.500000;26.600931;73.000000
Seville;-30.300000;19.197876;77.000000
Frankfurt;-44.000000;10.589553;60.200000
San Juan;-26.200000;27.197434;78.000000
Moscow;-45.200000;5.793318;52.100000
Juba;-20.800000;27.787880;78.200000
Warsaw;-43.200000;8.500577;56.200000
Banjul;-23.000000;26.009084;75.600000
Jayapura;-20.900000;27.000891;76.400000
Reggane;-21.400000;28.302789;83.500000
Hobart;-37.900000;12.699040;61.500000
Palembang;-23.300000;27.300476;78.900000
Hamilton;-35.600000;13.796314;64.500000
Lake Tekapo;-42.900000;8.703608;60.000000
Cairo;-30.000000;21.405791;71.500000
George Town;-24.900000;27.900021;79.900000
Dublin;-42.100000;9.804919;57.700000
Fukuoka;-33.100000;17.000335;65.400000
Gabès;-31.900000;19.495730;70.400000
Port Sudan;-22.200000;28.398740;79.500000
Denver;-39.200000;10.393183;61.600000
Kandi;-24.700000;27.707807;78.800000
Cape Town;-33.600000;16.202438;66.400000
Garissa;-25.300000;29.294429;77.900000
Pittsburgh;-36.300000;10.805058;62.000000
Honiara;-26.800000;26.500711;75.700000
Durban;-35.000000;20.599491;72.600000
Suwałki;-45.400000;7.193636;58.100000
Tirana;-31.700000;15.197883;65.200000
Moncton;-42.400000;6.098390;55.700000
Dampier;-21.900000;26.393988;77.000000
Hong Kong;-27.500000;23.312666;73.500000
Tabora;-27.400000;22.996009;73.000000
Tashkent;-35.500000;14.797598;69.300000
Singapore;-25.900000;26.998407;75.100000
Livingstone;-26.400000;21.800364;73.400000
Kabul;-36.400000;12.092104;66.500000
Edinburgh;-39.800000;9.296483;60.200000
Odienné;-24.900000;25.996809;73.300000
Villahermosa;-22.700000;27.110920;82.500000
Mahajanga;-25.600000;26.301317;74.400000
Garoua;-21.000000;28.297661;78.600000
Jos;-29.200000;22.797054;70.200000
Dikson;-65.000000;-11.107034;36.900000
Tauranga;-32.900000;14.800967;66.200000
Kingston;-22.700000;27.407319;77.100000
Palm Springs;-24.100000;24.496876;72.700000
Wellington;-35.500000;12.899475;60.900000
Nairobi;-31.300000;17.794562;64.200000
Halifax;-40.400000;7.496015;55.500000
Indianapolis;-36.200000;11.793921;62.200000
Dhaka;-24.800000;25.898419;78.500000
Guadalajara;-26.700000;20.907172;74.100000
Kumasi;-25.400000;25.989077;73.200000
Seattle;-40.000000;11.298481;59.400000
Sochi;-36.500000;14.199431;64.600000
Minneapolis;-44.300000;7.797374;55.400000
Copenhagen;-42.700000;9.102419;57.000000
La Paz;-24.600000;23.697412;75.600000
Gagnoa;-24.700000;26.003091;74.900000
Prague;-42.400000;8.395094;55.800000
Cairns;-26.900000;25.004127;75.300000
Saint-Pierre;-45.100000;5.703356;56.900000
Portland {OR};-38.900000;12.410741;60.200000
Maun;-25.300000;22.394416;72.000000
Naha;-30.000000;23.111874;75.400000
Ürümqi;-41.500000;7.397804;59.100000
Ouagadougou;-20.400000;28.287544;76.200000
Nashville;-35.400000;15.400553;68.200000
Sydney;-28.700000;17.706555;68.800000
Sacramento;-39.100000;16.299470;68.700000
Hiroshima;-32.800000;16.307236;64.600000
Makassar;-27.400000;26.696412;74.900000
New Delhi;-24.100000;25.000573;76.900000
Marrakesh;-31.800000;19.598918;70.400000
Yerevan;-35.300000;12.415907;61.400000
Lagos;-24.000000;26.790605;78.700000
Anchorage;-47.200000;2.793828;57.700000
Rangpur;-24.900000;24.417415;76.500000
Rome;-35.700000;15.201213;64.900000
Johannesburg;-33.600000;15.487962;64.200000
Oulu;-51.000000;2.701736;56.000000
Vaduz;-43.300000;10.102702;60.300000
San Francisco;-31.300000;14.595050;62.000000
Harbin;-42.300000;4.996415;54.100000
Saint Petersburg;-43.500000;5.791138;49.900000
Phnom Penh;-24.000000;28.307804;75.900000
Douala;-24.200000;26.704430;75.500000
Mombasa;-22.200000;26.296264;76.400000
Bishkek;-40.400000;11.310695;63.600000
Guangzhou;-28.000000;22.403591;71.900000
Bangkok;-18.300000;28.599089;77.900000
Honolulu;-26.500000;25.397774;74.500000
Brisbane;-28.500000;21.411950;75.700000
Mango;-20.800000;28.092556;75.800000
Busan;-36.900000;15.005786;62.700000
Ifrane;-36.200000;11.401723;59.400000
Iqaluit;-57.500000;-9.295881;40.400000
Salt Lake City;-37.900000;11.602263;63.600000
Nouadhibou;-34.500000;21.297049;71.500000
Tunis;-32.300000;18.404928;66.000000
Fresno;-36.300000;17.897092;70.200000
Chiang Mai;-25.300000;25.787380;74.800000
Accra;-24.400000;26.409087;74.900000
Yinchuan;-39.200000;8.991142;56.200000
Omaha;-36.300000;10.610593;60.500000
Xi'an;-35.500000;14.106034;61.800000
Erzurum;-50.000000;5.092038;54.800000
Edmonton;-45.100000;4.215059;57.100000
Saskatoon;-48.400000;3.300932;57.200000
Montreal;-42.400000;6.806339;63.700000
Ségou;-21.000000;27.998852;80.600000
Antsiranana;-22.600000;25.200846;75.800000
Luxembourg City;-37.900000;9.294412;58.600000
Helsinki;-48.000000;5.888033;55.200000
Hanoi;-26.900000;23.606184;75.700000
Panama City;-25.400000;27.994850;81.100000
Novosibirsk;-49.300000;1.696179;53.000000
Roseau;-23.600000;26.191647;77.400000
Tokyo;-33.500000;15.403088;62.800000
Mek'ele;-30.300000;22.697959;71.300000
Medan;-26.100000;26.499794;78.200000
Whitehorse;-50.200000;-0.103295;47.600000
Canberra;-36.200000;13.106443;62.100000
Perth;-31.200000;18.692991;67.300000
Kathmandu;-31.200000;18.294250;67.400000
Santo Domingo;-21.700000;25.901480;80.600000
Zagreb;-38.200000;10.690682;60.200000
Kyoto;-38.600000;15.803247;71.900000
Vladivostok;-49.400000;4.898477;52.600000
Tegucigalpa;-24.900000;21.698080;70.900000
Porto;-34.400000;15.706525;62.900000
Lviv;-41.100000;7.801022;59.700000
Alexandra;-39.900000;11.008715;61.300000
Ngaoundéré;-30.100000;21.990398;73.400000
Dodoma;-24.500000;22.700339;73.500000
Khartoum;-20.500000;29.904326;78.700000
Mogadishu;-23.100000;27.115841;74.500000
Brussels;-41.600000;10.507804;60.200000
Tromsø;-45.500000;2.894946;52.400000
Bratislava;-37.500000;10.505609;62.200000
Andorra la Vella;-40.600000;9.812192;62.700000
Jakarta;-21.100000;26.701933;75.600000
Guatemala City;-29.500000;20.403113;69.000000
Baguio;-28.100000;19.502358;73.100000
Boston;-39.800000;10.901450;70.400000
Almaty;-37.800000;10.007948;58.400000
Columbus;-40.500000;11.700576;61.700000
Virginia Beach;-34.600000;15.794319;70.100000
Albuquerque;-34.800000;13.996506;70.400000
Bosaso;-20.700000;29.996267;78.800000
Dolisie;-29.700000;23.997633;73.200000
Istanbul;-34.400000;13.897559;67.100000
Mexicali;-27.400000;23.102431;72.400000
Port Vila;-27.800000;24.291239;71.900000
Toliara;-25.500000;24.101545;70.700000
Pyongyang;-39.000000;10.813527;60.000000
Lahore;-24.000000;24.304277;75.700000
Seoul;-36.300000;12.505491;62.500000
Stockholm;-41.900000;6.600502;56.700000
Bata;-23.100000;25.101052;75.800000
Hamburg;-44.600000;9.693593;59.300000
Abidjan;-20.600000;26.002043;73.500000
Parakou;-22.200000;26.796870;76.200000
Alice Springs;-29.100000;20.994401;70.400000
Port-Gentil;-24.800000;25.997252;75.000000
Oslo;-44.200000;5.698308;61.900000
Arkhangelsk;-50.800000;1.301091;49.800000
Gjoa Haven;-61.800000;-14.397688;33.800000
Antananarivo;-31.700000;17.899644;67.800000
Wrocław;-46.900000;9.593539;56.400000
Gaborone;-26.400000;21.003648;70.500000
Abéché;-21.100000;29.394807;79.300000
Niamey;-19.400000;29.296041;82.400000
Monterrey;-25.300000;22.299721;74.100000
Heraklion;-29.300000;18.892962;69.200000
Ahvaz;-26.100000;25.410092;77.100000
Pretoria;-30.800000;18.196490;66.600000
Palermo;-30.200000;18.500809;68.100000
Los Angeles;-32.900000;18.612743;72.200000
Addis Ababa;-33.100000;15.995369;68.100000
Upington;-31.600000;20.408665;68.500000
Port Moresby;-24.700000;26.911735;75.700000
Asmara;-35.300000;15.604971;63.800000
Bridgetown;-21.100000;27.004316;76.400000
Bulawayo;-28.800000;18.884630;67.400000
Conakry;-21.500000;26.405668;74.900000
Dushanbe;-41.100000;14.693889;65.600000
Phoenix;-24.800000;23.902058;76.700000
Surabaya;-20.500000;27.099149;82.400000
N'Djamena;-21.500000;28.300580;81.400000
Valletta;-34.000000;18.790695;70.400000
Baku;-34.800000;15.103708;64.400000
Brazzaville;-22.800000;25.001773;76.800000
Toamasina;-26.100000;23.404447;74.400000
Kuala Lumpur;-22.900000;27.305915;74.700000
Tallinn;-46.600000;6.395004;54.400000
Shanghai;-35.600000;16.701769;67.400000
Chihuahua;-29.000000;18.593962;70.600000
Milwaukee;-40.200000;8.899463;58.800000
Bouaké;-22.800000;25.996387;77.400000
Mzuzu;-34.900000;17.700614;65.500000
Benghazi;-31.900000;19.889027;66.900000
Nicosia;-30.000000;19.711829;70.800000
New Orleans;-27.100000;20.707814;71.700000
St. John's;-42.000000;4.999573;54.700000
Marseille;-33.200000;15.785137;67.200000
Manama;-24.100000;26.505925;77.500000
Auckland;-44.900000;15.193108;67.700000
Charlotte;-34.000000;16.094410;63.200000
Memphis;-29.200000;17.199888;66.400000
Havana;-30.600000;25.201683;74.700000
Ho Chi Minh City;-20.600000;27.392645;80.300000
Hat Yai;-25.100000;26.996205;78.200000
Dakar;-29.700000;24.000970;71.900000
Sofia;-39.100000;10.601639;62.400000
Bangui;-27.000000;26.002095;79.000000
Winnipeg;-45.400000;3.006750;60.000000
Las Palmas de Gran Canaria;-29.100000;21.194829;70.800000
Jacksonville;-30.700000;20.292068;78.400000
Abha;-33.300000;17.997575;68.900000
Zanzibar City;-22.100000;25.984645;76.300000
Lhasa;-41.000000;7.600397;54.000000
Bamako;-26.500000;27.802096;78.600000
Alexandria;-31.900000;19.996627;70.800000
Melbourne;-36.100000;15.095568;67.900000
Djibouti;-21.200000;29.896546;77.800000
Riyadh;-25.200000;25.991228;74.700000
San Diego;-32.800000;17.799794;68.000000
Oranjestad;-18.200000;28.108795;77.900000
Changsha;-31.400000;17.394566;65.000000
Baltimore;-38.400000;13.086247;63.500000
Ashgabat;-36.400000;17.098665;66.100000
Dallas;-33.100000;19.001670;73.300000
Kyiv;-43.800000;8.396003;57.000000
Minsk;-41.300000;6.698172;59.100000
Praia;-26.000000;24.387821;75.400000
Ouarzazate;-29.400000;18.892563;69.700000
Rabat;-32.700000;17.193499;70.000000
Dubai;-22.400000;26.903489;77.500000
Cracow;-40.500000;9.298822;57.200000
Christchurch;-41.800000;12.188483;61.200000
La Ceiba;-26.600000;26.196634;76.100000
Bissau;-21.500000;27.005420;78.500000
Malé;-21.600000;27.995101;77.000000
Muscat;-20.000000;28.008172;77.000000
Suva;-25.400000;25.602894;74.400000
Budapest;-41.800000;11.303669;60.300000
San Jose;-36.100000;16.398298;67.300000
Monaco;-34.000000;16.397045;67.200000
Athens;-30.000000;19.193219;69.000000
Tbilisi;-38.800000;12.898173;66.000000
Batumi;-33.700000;13.998070;67.300000
;4.800000;4.800000;4.800000
Vancouver;-41.000000;10.402463;58.000000
Karonga;-33.000000;24.397002;74.900000
Calgary;-46.300000;4.402328;55.000000
Lyon;-34.800000;12.497659;64.100000
Sana'a;-31.600000;19.994862;67.500000
Napoli;-45.000000;15.907815;68.900000
Bucharest;-38.500000;10.805617;58.600000
Cabo San Lucas;-25.400000;23.900316;72.700000
Yangon;-21.800000;27.491724;80.300000
Damascus;-35.900000;16.990023;65.100000
Malabo;-22.100000;26.300288;82.900000
